product_id,product_name,category,brand,price,avg_rating_overall,rating_30d,total_risk_reviews,top_pain_points,action_required
P001971,Everest Source,Groceries,Everest,22.59,3.33,,2,"expected, quality, poor",Product Team Review
P001714,NeoTech Trouble,Sports,NeoTech,303.15,3.4,,2,"arrived, damaged",Product Team Review
P000190,Solace With,Pet Supplies,Solace,34.94,3.0,,2,"expected, quality, poor",Product Team Review
P000211,Acme Performance,Toys,Acme,104.68,3.25,,2,"expected, quality, poor",Product Team Review
P000024,Harbor Who,Automotive,Harbor,529.54,3.2,,2,"arrived, damaged, expected",Product Team Review
P000210,Nimbus Little,Toys,Nimbus,253.94,3.07,2.0,2,"arrived, damaged, expected",Product Team Review
P000023,Harbor Health,Groceries,Harbor,22.11,3.14,4.0,2,"expected, quality, poor",Product Team Review
P000010,Orion Ahead,Sports,Orion,235.11,3.71,,2,"expected, quality, poor",Product Team Review
P001724,NeoTech Mind,Electronics,NeoTech,846.61,3.0,3.0,2,"expected, quality, poor",Product Team Review
P001988,Acme Character,Automotive,Acme,202.98,2.75,,2,"arrived, damaged, expected",Product Team Review
P001985,Solace System,Sports,Solace,18.84,2.83,3.0,2,"arrived, damaged, expected",Product Team Review
P001977,Solace Leave,Home & Kitchen,Solace,250.41,3.5,5.0,2,"expected, quality, poor",Product Team Review
P000791,Pulse Piece,Books,Pulse,40.14,3.4,,2,"expected, quality, poor",Product Team Review
P000184,Astra Maintain,Toys,Astra,21.38,3.67,,2,"expected, quality, poor",Product Team Review
P000196,Willow Expert,Beauty,Willow,11.83,3.33,,2,"expected, quality, poor",Product Team Review
P000763,Everest Network,Groceries,Everest,19.51,3.7,4.0,2,"arrived, damaged, expected",Product Team Review
P000976,Solace Billion,Automotive,Solace,398.82,3.33,,2,"arrived, damaged",Product Team Review
P000198,Orion Face,Electronics,Orion,1352.63,3.5,2.0,2,"expected, quality, poor",Product Team Review
P001705,Astra Marriage,Groceries,Astra,10.96,2.89,1.0,2,"expected, quality, poor",Product Team Review
P000978,Everest Miss,Groceries,Everest,6.58,3.0,,2,"arrived, damaged, expected",Product Team Review
P001981,Pulse Fly,Groceries,Pulse,9.92,3.57,4.5,2,"expected, quality, poor",Product Team Review
P000206,Orion Pm,Automotive,Orion,202.11,3.8,4.0,2,"expected, quality, poor",Product Team Review
P000202,Harbor Body,Groceries,Harbor,26.28,3.12,,2,"arrived, damaged, expected",Product Team Review
P000668,Nimbus Culture,Clothing,Nimbus,168.02,3.25,,2,"arrived, damaged, expected",Product Team Review
P000203,Everest Drop,Groceries,Everest,31.08,3.75,,2,"expected, quality, poor",Product Team Review
P000967,Astra Tend,Clothing,Astra,106.52,3.12,,2,"arrived, damaged",Product Team Review
P001726,Zenith Control,Toys,Zenith,25.89,3.12,2.0,2,"expected, quality, poor",Product Team Review
P001737,Zenith Heart,Beauty,Zenith,92.24,3.6,4.0,2,"arrived, damaged",Product Team Review
P000027,Willow Evening,Toys,Willow,61.59,3.57,,2,"expected, quality, poor",Product Team Review
P000986,Everest So,Sports,Everest,32.25,3.25,3.0,2,"arrived, damaged, expected",Product Team Review
P000779,Nimbus Seven,Books,Nimbus,8.89,3.57,,2,"arrived, damaged",Product Team Review
P000003,Acme Discuss,Sports,Acme,265.37,3.3,,2,"expected, quality, poor",Product Team Review
P000178,Solace Easy,Beauty,Solace,145.19,3.44,2.0,2,"arrived, damaged",Product Team Review
P001741,Solace Sound,Electronics,Solace,957.88,3.45,,2,"expected, quality, poor",Product Team Review
P000962,Everest May,Clothing,Everest,274.66,2.88,2.0,2,"expected, quality, poor",Product Team Review
P000007,Zenith School,Toys,Zenith,81.17,3.08,,2,"expected, quality, poor",Product Team Review
P000006,NeoTech When,Toys,NeoTech,18.61,4.0,,2,"expected, quality, poor",Product Team Review
P000172,Harbor Natural,Home & Kitchen,Harbor,53.8,3.33,4.0,2,"arrived, damaged, expected",Product Team Review
P000677,Astra Cost,Pet Supplies,Astra,17.6,3.29,2.5,2,"arrived, damaged, expected",Product Team Review
P000803,GreenLeaf Item,Electronics,GreenLeaf,953.03,3.75,,2,"expected, quality, poor",Product Team Review
P001734,Astra About,Home & Kitchen,Astra,68.37,3.12,3.0,2,"expected, quality, poor",Product Team Review
P000031,Pulse The,Books,Pulse,37.01,3.38,,2,"arrived, damaged, expected",Product Team Review
P001965,Orion Child,Pet Supplies,Orion,81.47,3.73,,2,"arrived, damaged, expected",Product Team Review
P000183,Orion Like,Groceries,Orion,3.37,3.5,,2,"arrived, damaged",Product Team Review
P000954,Harbor Cost,Automotive,Harbor,661.52,3.87,3.0,2,"arrived, damaged",Product Team Review
P001250,Harbor Thought,Toys,Harbor,14.59,3.4,,1,"arrived, damaged",Product Team Review
P001144,GreenLeaf Know,Clothing,GreenLeaf,96.51,3.36,3.0,1,"expected, quality, poor",Product Team Review
P001145,Zenith Media,Home & Kitchen,Zenith,178.31,3.69,3.0,1,"expected, quality, poor",Product Team Review
P001152,Pulse Drop,Clothing,Pulse,79.18,3.6,,1,"expected, quality, poor",Product Team Review
P000857,Nimbus Present,Pet Supplies,Nimbus,53.5,2.67,,1,"expected, quality, poor",Product Team Review
P000789,Zenith Game,Toys,Zenith,87.48,3.33,,1,"expected, quality, poor",Product Team Review
P001165,Willow Never,Groceries,Willow,12.97,3.67,,1,"arrived, damaged",Product Team Review
P001155,Solace School,Clothing,Solace,175.11,3.5,,1,"expected, quality, poor",Product Team Review
P000788,Solace Activity,Pet Supplies,Solace,95.98,4.09,,1,"expected, quality, poor",Product Team Review
P001146,Harbor Return,Electronics,Harbor,697.07,3.75,3.0,1,"arrived, damaged",Product Team Review
P001252,GreenLeaf Reveal,Pet Supplies,GreenLeaf,76.91,3.78,4.0,1,"expected, quality, poor",Product Team Review
P001163,Everest Child,Home & Kitchen,Everest,103.97,3.6,,1,"expected, quality, poor",Product Team Review
P000854,GreenLeaf Plan,Automotive,GreenLeaf,685.59,3.5,,1,"expected, quality, poor",Product Team Review
P001156,Harbor Hear,Books,Harbor,96.56,3.0,,1,"arrived, damaged",Product Team Review
P001150,Zenith Begin,Beauty,Zenith,98.79,3.36,5.0,1,"arrived, damaged",Product Team Review
P000856,Acme Part,Sports,Acme,113.75,3.38,,1,"expected, quality, poor",Product Team Review
P001254,Nimbus Job,Toys,Nimbus,71.59,3.22,2.0,1,"expected, quality, poor",Product Team Review
P000811,Orion Listen,Toys,Orion,86.16,3.8,,1,"expected, quality, poor",Product Team Review
P001168,Solace Cell,Home & Kitchen,Solace,416.24,3.25,3.0,1,"arrived, damaged",Product Team Review
P001199,Willow Early,Toys,Willow,5.53,3.7,5.0,1,"arrived, damaged",Product Team Review
P000819,Orion Range,Sports,Orion,159.14,3.22,4.0,1,"arrived, damaged",Product Team Review
P001236,NeoTech Huge,Home & Kitchen,NeoTech,204.78,4.0,3.0,1,"arrived, damaged",Product Team Review
P001203,Harbor Would,Home & Kitchen,Harbor,97.36,3.5,3.0,1,"arrived, damaged",Product Team Review
P001205,Orion Player,Home & Kitchen,Orion,393.93,3.2,,1,"expected, quality, poor",Product Team Review
P001206,GreenLeaf Or,Automotive,GreenLeaf,531.53,3.67,,1,"arrived, damaged",Product Team Review
P001235,Everest Manage,Groceries,Everest,11.4,3.36,,1,"arrived, damaged",Product Team Review
P001143,Orion Number,Electronics,Orion,1338.53,3.0,,1,"expected, quality, poor",Product Team Review
P001209,Willow Radio,Pet Supplies,Willow,8.24,3.4,,1,"arrived, damaged",Product Team Review
P000797,Astra Congress,Toys,Astra,9.98,3.6,,1,"expected, quality, poor",Product Team Review
P001211,Pulse Major,Home & Kitchen,Pulse,9.28,3.4,3.5,1,"expected, quality, poor",Product Team Review
P001232,NeoTech Great,Pet Supplies,NeoTech,35.41,3.0,,1,"arrived, damaged",Product Team Review
P001219,Pulse Skin,Pet Supplies,Pulse,28.04,3.86,4.0,1,"expected, quality, poor",Product Team Review
P000798,Solace Discover,Groceries,Solace,26.15,3.43,,1,"expected, quality, poor",Product Team Review
P001230,Orion Season,Toys,Orion,12.46,4.1,,1,"expected, quality, poor",Product Team Review
P001195,Astra Can,Groceries,Astra,16.88,3.3,,1,"expected, quality, poor",Product Team Review
P001170,Acme Recently,Groceries,Acme,30.76,2.8,,1,"arrived, damaged",Product Team Review
P001194,Solace Part,Pet Supplies,Solace,15.63,3.5,,1,"arrived, damaged",Product Team Review
P001248,GreenLeaf Happen,Electronics,GreenLeaf,1233.14,3.89,3.0,1,"arrived, damaged",Product Team Review
P000845,Nimbus Whole,Groceries,Nimbus,11.14,2.67,2.5,1,"expected, quality, poor",Product Team Review
P001172,NeoTech Attack,Home & Kitchen,NeoTech,179.46,3.88,,1,"arrived, damaged",Product Team Review
P001245,Harbor Accept,Beauty,Harbor,71.41,3.0,,1,"arrived, damaged",Product Team Review
P000840,Harbor Probably,Automotive,Harbor,548.83,3.75,3.0,1,"arrived, damaged",Product Team Review
P001226,Willow Surface,Home & Kitchen,Willow,188.55,3.36,4.0,1,"expected, quality, poor",Product Team Review
P001178,Solace Discuss,Sports,Solace,237.68,3.18,,1,"expected, quality, poor",Product Team Review
P000837,Zenith Performance,Pet Supplies,Zenith,81.32,3.7,4.0,1,"arrived, damaged",Product Team Review
P000836,NeoTech Develop,Books,NeoTech,35.24,3.79,,1,"arrived, damaged",Product Team Review
P001185,Harbor Pick,Clothing,Harbor,21.74,4.0,,1,"arrived, damaged",Product Team Review
P001243,GreenLeaf Design,Sports,GreenLeaf,148.87,3.22,3.0,1,"arrived, damaged",Product Team Review
P000832,NeoTech Able,Groceries,NeoTech,8.06,3.75,3.0,1,"arrived, damaged",Product Team Review
P000794,NeoTech Nice,Toys,NeoTech,62.1,3.4,5.0,1,"arrived, damaged",Product Team Review
P000830,Orion Unit,Toys,Orion,72.45,3.75,,1,"arrived, damaged",Product Team Review
P001175,Orion Among,Toys,Orion,22.4,3.25,,1,"arrived, damaged",Product Team Review
P000994,Harbor Opportunity,Toys,Harbor,27.46,3.0,,1,"arrived, damaged",Product Team Review
P000860,Everest Deep,Electronics,Everest,264.08,3.17,3.0,1,"arrived, damaged",Product Team Review
P000863,Zenith Glass,Toys,Zenith,110.71,4.43,,1,"expected, quality, poor",Product Team Review
P000965,Acme Off,Electronics,Acme,295.84,2.83,1.0,1,"expected, quality, poor",Product Team Review
P001039,Nimbus Want,Toys,Nimbus,5.98,3.75,,1,"expected, quality, poor",Product Team Review
P001040,Willow Court,Beauty,Willow,22.15,3.85,,1,"arrived, damaged",Product Team Review
P001041,NeoTech Fine,Groceries,NeoTech,17.03,3.43,,1,"expected, quality, poor",Product Team Review
P000957,Pulse Consider,Groceries,Pulse,20.31,3.29,1.0,1,"expected, quality, poor",Product Team Review
P001047,Pulse But,Pet Supplies,Pulse,49.09,3.33,,1,"expected, quality, poor",Product Team Review
P000956,Harbor Suggest,Pet Supplies,Harbor,61.9,3.38,,1,"expected, quality, poor",Product Team Review
P001048,Astra Beyond,Electronics,Astra,871.92,2.71,,1,"arrived, damaged",Product Team Review
P000953,Everest Century,Sports,Everest,163.08,3.0,,1,"arrived, damaged",Product Team Review
P000950,GreenLeaf Current,Automotive,GreenLeaf,654.76,3.38,,1,"expected, quality, poor",Product Team Review
P000949,Everest Drive,Toys,Everest,19.68,3.75,,1,"arrived, damaged",Product Team Review
P000948,Harbor Several,Groceries,Harbor,21.02,3.25,,1,"arrived, damaged",Product Team Review
P000947,Harbor Cup,Groceries,Harbor,18.37,3.77,4.0,1,"arrived, damaged",Product Team Review
P000945,Astra Later,Automotive,Astra,687.01,4.0,,1,"arrived, damaged",Product Team Review
P000943,Willow Discuss,Clothing,Willow,111.58,3.0,2.0,1,"expected, quality, poor",Product Team Review
P000940,Willow Blood,Automotive,Willow,658.02,3.5,,1,"arrived, damaged",Product Team Review
P001061,Pulse Eight,Automotive,Pulse,297.23,3.25,,1,"arrived, damaged",Product Team Review
P000938,GreenLeaf Remember,Books,GreenLeaf,83.52,3.38,2.0,1,"arrived, damaged",Product Team Review
P000937,Acme Computer,Electronics,Acme,401.3,3.67,,1,"expected, quality, poor",Product Team Review
P000936,Acme Clear,Home & Kitchen,Acme,236.97,3.3,,1,"expected, quality, poor",Product Team Review
P000935,Astra City,Pet Supplies,Astra,70.32,2.8,,1,"expected, quality, poor",Product Team Review
P000966,Harbor Buy,Electronics,Harbor,1151.47,3.38,,1,"arrived, damaged",Product Team Review
P000968,NeoTech Body,Sports,NeoTech,133.34,3.5,,1,"expected, quality, poor",Product Team Review
P000973,Everest Push,Electronics,Everest,1603.75,3.67,,1,"expected, quality, poor",Product Team Review
P001010,Willow Interesting,Toys,Willow,69.15,3.5,,1,"arrived, damaged",Product Team Review
P000991,Everest Drug,Clothing,Everest,19.08,3.67,3.0,1,"expected, quality, poor",Product Team Review
P000988,Astra Purpose,Books,Astra,79.42,3.0,,1,"expected, quality, poor",Product Team Review
P000984,Pulse Possible,Home & Kitchen,Pulse,244.36,3.56,4.0,1,"arrived, damaged",Product Team Review
P000002,NeoTech Someone,Groceries,NeoTech,21.46,3.22,3.0,1,"expected, quality, poor",Product Team Review
P000983,Everest Meet,Home & Kitchen,Everest,23.58,3.6,5.0,1,"arrived, damaged",Product Team Review
P000981,Orion Machine,Books,Orion,30.59,3.75,,1,"expected, quality, poor",Product Team Review
P001003,Willow Peace,Automotive,Willow,676.95,3.9,1.0,1,"expected, quality, poor",Product Team Review
P001004,Acme Mention,Pet Supplies,Acme,12.81,3.57,,1,"expected, quality, poor",Product Team Review
P001005,Acme Majority,Home & Kitchen,Acme,405.41,3.89,,1,"arrived, damaged",Product Team Review
P001008,GreenLeaf Meet,Home & Kitchen,GreenLeaf,438.35,2.8,3.0,1,"expected, quality, poor",Product Team Review
P001012,Acme Him,Electronics,Acme,1290.2,3.5,,1,"expected, quality, poor",Product Team Review
P001032,GreenLeaf About,Home & Kitchen,GreenLeaf,183.58,3.25,,1,"arrived, damaged",Product Team Review
P000979,Solace Per,Home & Kitchen,Solace,23.87,3.4,2.0,1,"arrived, damaged",Product Team Review
P001018,Astra Yes,Automotive,Astra,80.56,3.44,,1,"arrived, damaged",Product Team Review
P001022,GreenLeaf Save,Pet Supplies,GreenLeaf,44.54,3.89,,1,"arrived, damaged",Product Team Review
P000977,Pulse Rise,Electronics,Pulse,1131.3,3.62,,1,"arrived, damaged",Product Team Review
P001025,Solace Policy,Sports,Solace,270.77,3.71,3.0,1,"arrived, damaged",Product Team Review
P001028,Harbor Case,Beauty,Harbor,150.45,3.25,,1,"expected, quality, poor",Product Team Review
P001029,Zenith Might,Groceries,Zenith,12.31,3.17,,1,"arrived, damaged",Product Team Review
P001031,Solace Group,Pet Supplies,Solace,82.85,3.3,2.0,1,"arrived, damaged",Product Team Review
P000930,Nimbus Hot,Toys,Nimbus,32.43,3.0,1.0,1,"arrived, damaged",Product Team Review
P001071,Willow Protect,Electronics,Willow,704.13,3.2,,1,"arrived, damaged",Product Team Review
P001075,Harbor Describe,Books,Harbor,37.33,3.75,,1,"expected, quality, poor",Product Team Review
P001123,NeoTech May,Groceries,NeoTech,5.79,3.33,,1,"expected, quality, poor",Product Team Review
P001108,Harbor Decade,Sports,Harbor,12.42,3.83,,1,"expected, quality, poor",Product Team Review
P001109,Acme So,Toys,Acme,33.05,3.6,,1,"expected, quality, poor",Product Team Review
P000900,Pulse Real,Groceries,Pulse,21.1,3.4,,1,"arrived, damaged",Product Team Review
P000893,Astra Worker,Pet Supplies,Astra,87.91,3.7,,1,"expected, quality, poor",Product Team Review
P000993,NeoTech Laugh,Electronics,NeoTech,564.72,3.33,3.5,1,"expected, quality, poor",Product Team Review
P001112,Willow Sing,Groceries,Willow,22.26,3.0,,1,"expected, quality, poor",Product Team Review
P001115,Nimbus Eat,Books,Nimbus,16.35,3.43,5.0,1,"expected, quality, poor",Product Team Review
P000890,Zenith Factor,Beauty,Zenith,48.64,3.12,,1,"expected, quality, poor",Product Team Review
P001116,Harbor Movie,Home & Kitchen,Harbor,305.0,2.83,,1,"arrived, damaged",Product Team Review
P001117,Astra Water,Automotive,Astra,894.8,4.33,,1,"expected, quality, poor",Product Team Review
P001124,Solace We,Groceries,Solace,5.5,3.0,,1,"arrived, damaged",Product Team Review
P001107,Zenith Fly,Pet Supplies,Zenith,13.03,4.2,,1,"expected, quality, poor",Product Team Review
P000886,Pulse Sea,Automotive,Pulse,886.77,2.6,,1,"expected, quality, poor",Product Team Review
P000878,Orion Thought,Books,Orion,56.03,3.78,,1,"arrived, damaged",Product Team Review
P000876,Acme Effort,Groceries,Acme,20.23,4.33,,1,"expected, quality, poor",Product Team Review
P000875,Pulse Season,Automotive,Pulse,376.18,3.0,,1,"arrived, damaged",Product Team Review
P000872,Astra Begin,Sports,Astra,51.33,2.89,3.0,1,"expected, quality, poor",Product Team Review
P000870,Orion Thought,Clothing,Orion,132.71,3.9,,1,"arrived, damaged",Product Team Review
P000868,Willow Eat,Beauty,Willow,131.16,3.78,,1,"expected, quality, poor",Product Team Review
P000867,GreenLeaf Everybody,Clothing,GreenLeaf,183.87,3.38,2.0,1,"arrived, damaged",Product Team Review
P000866,Willow Very,Beauty,Willow,74.5,4.0,5.0,1,"expected, quality, poor",Product Team Review
P000905,Solace Star,Toys,Solace,32.73,3.2,,1,"arrived, damaged",Product Team Review
P001103,GreenLeaf Old,Books,GreenLeaf,117.92,3.38,4.0,1,"expected, quality, poor",Product Team Review
P001080,Acme Wrong,Clothing,Acme,18.31,3.44,,1,"expected, quality, poor",Product Team Review
P001091,Solace Owner,Home & Kitchen,Solace,215.69,3.0,,1,"arrived, damaged",Product Team Review
P000928,Solace Give,Pet Supplies,Solace,55.21,3.42,,1,"arrived, damaged",Product Team Review
P000924,Everest Table,Sports,Everest,122.6,3.4,4.0,1,"expected, quality, poor",Product Team Review
P000921,Acme Military,Home & Kitchen,Acme,47.82,3.8,,1,"expected, quality, poor",Product Team Review
P000920,Nimbus Girl,Books,Nimbus,65.35,3.29,5.0,1,"arrived, damaged",Product Team Review
P001084,Zenith Black,Automotive,Zenith,111.61,3.75,,1,"arrived, damaged",Product Team Review
P000917,Astra Upon,Toys,Astra,20.58,2.71,3.0,1,"arrived, damaged",Product Team Review
P001086,GreenLeaf Course,Groceries,GreenLeaf,14.44,3.67,,1,"expected, quality, poor",Product Team Review
P001089,NeoTech Person,Books,NeoTech,19.14,4.25,4.0,1,"arrived, damaged",Product Team Review
P001090,Solace Democratic,Toys,Solace,74.93,4.4,,1,"arrived, damaged",Product Team Review
P001092,Orion Enter,Clothing,Orion,20.74,3.7,,1,"arrived, damaged",Product Team Review
P001102,GreenLeaf Computer,Toys,GreenLeaf,8.2,3.57,2.0,1,"arrived, damaged",Product Team Review
P000914,Harbor Meeting,Pet Supplies,Harbor,97.63,3.1,,1,"arrived, damaged",Product Team Review
P000913,Orion Sign,Toys,Orion,32.13,4.0,,1,"arrived, damaged",Product Team Review
P001093,Harbor By,Groceries,Harbor,21.91,3.88,,1,"arrived, damaged",Product Team Review
P000910,Orion Group,Electronics,Orion,2337.85,3.33,,1,"expected, quality, poor",Product Team Review
